id,tarifa_id,importe,importe_base,cases,multiplicador,desvio,hora_min,hora_max,hora_media,diagnostico,muestra_confiable,confirmado_manual,fecha_aparicion,tarifas_normalizadas_id
afa74c05-1912-4797-85ad-9cdb9e8982ca,4291a26a-ecd5-4a21-89d3-304cbc4a324a,14500,14500,7,1,4.6015,4.65,19.75,14.9,CONFIRMADO,false,true,2025-09-04 18:38:30+00,afa74c05-1912-4797-85ad-9cdb9e8982ca
352eb25d-d777-4014-a318-b2af6e414c4c,ae299f6f-a7f5-46cd-8406-53156ad29d7d,5500,5500,2,1,1.025,10,12.05,11.03,CONFIRMADO,false,true,2025-09-15 12:03:06+00,352eb25d-d777-4014-a318-b2af6e414c4c
8e2eca1e-1a7b-4e5f-80ad-f02f0a93623f,f6e111cd-8c8e-4f78-8515-abfc41e353df,17500,17500,2,1,5.025,12.7,22.75,17.73,CONFIRMADO,false,true,2025-09-19 22:45:07+00,8e2eca1e-1a7b-4e5f-80ad-f02f0a93623f
1b2f2caf-1435-4333-affd-8a6e97c6f0c7,28752670-d0cd-4af3-89a8-767455c1e392,17500,17500,2,1,1.2583,8.62,11.13,9.88,CONFIRMADO,false,true,2025-09-20 08:37:50+00,1b2f2caf-1435-4333-affd-8a6e97c6f0c7
32877727-ea21-4694-ad7a-5ea740aa1157,57dbb369-f6a7-4f83-8e56-da91b94a98a2,2500,2500,1,1,0,9.03,9.03,9.03,CONFIRMADO,false,true,2025-09-25 18:09:43+00,32877727-ea21-4694-ad7a-5ea740aa1157
fb2814a6-4950-4cb3-8423-1de1b8d2d53b,c819befd-54a5-4bae-861a-439c204d30aa,2500,2500,1,1,0,7.53,7.53,7.53,CONFIRMADO,false,true,2025-09-25 19:18:38+00,fb2814a6-4950-4cb3-8423-1de1b8d2d53b
79ed36f1-fe6e-4a8b-afee-c27217b7bf75,4dd8d523-3fd5-4586-88d9-d3f51f5f8a1e,7000,7000,1,1,0,18.55,18.55,18.55,CONFIRMADO,false,true,2025-09-29 09:15:13+00,79ed36f1-fe6e-4a8b-afee-c27217b7bf75
88113b83-ae9b-4b52-bb30-0a11840ba71d,02037cf4-0d29-4ee5-8f27-95991111ac42,7000,7000,2,1,1.175,10.87,13.22,12.04,CONFIRMADO,false,true,2025-09-30 01:52:45+00,88113b83-ae9b-4b52-bb30-0a11840ba71d
89b7cbee-8d1e-4eff-bc62-61f4755cc3f6,6a2c5f50-cc68-4e66-8fa0-d65db2ef4a3c,7000,7000,1,1,0,11.4,11.4,11.4,CONFIRMADO,false,true,2025-09-30 12:30:52+00,89b7cbee-8d1e-4eff-bc62-61f4755cc3f6
28fb2d4c-c7c6-44d1-8c01-5d8bdc84bff8,80407cef-fc16-4336-8e0b-00b43fdaf7d1,5500,5500,5,1,2.9034,7.85,15.35,12.92,CONFIRMADO,false,true,2025-10-24 12:30:31+00,28fb2d4c-c7c6-44d1-8c01-5d8bdc84bff8
dec9d265-b55a-40b0-8509-008d0cdc9ba4,edf4b40f-070e-4776-883e-a34289aac3ee,3495.45,3495.45,83,1,7.1192,0.17,23.88,11.8,CONFIRMADO,true,true,2025-12-16 01:14:35+00,dec9d265-b55a-40b0-8509-008d0cdc9ba4
2e837d38-9d02-45b2-83be-1a5119bf3c6e,f73949a4-87bc-4d56-8338-a93c1f82bee3,699.09,699.09,39,1,5.8387,3.12,23.92,13.74,CONFIRMADO,true,true,2025-12-16 05:56:55+00,2e837d38-9d02-45b2-83be-1a5119bf3c6e
fe708251-fb69-47f5-915e-63d56f5fc60d,28ca0e32-1494-4ed5-8e73-208c6b227660,2796.36,2796.36,39,1,5.9877,0.37,22.97,11.29,CONFIRMADO,true,true,2025-12-16 06:05:38+00,fe708251-fb69-47f5-915e-63d56f5fc60d
3a983e29-65a1-4344-8c5a-df16636d9310,0fcf13eb-ed8b-4ee8-83aa-a1eb73b7a662,3355.72,3355.72,4,1,4.5169,7.13,18.65,10.96,CONFIRMADO,false,true,2025-12-16 07:31:22+00,3a983e29-65a1-4344-8c5a-df16636d9310
7bfd670a-8140-4597-87aa-77815edeb633,9954a4d7-6bdc-4065-8b0f-c7d154cc4d35,3355.72,3355.72,1,1,0,9.17,9.17,9.17,CONFIRMADO,false,true,2025-12-16 07:59:58+00,7bfd670a-8140-4597-87aa-77815edeb633
a1c1fd1c-2044-4709-bbbb-79e41b2e1344,f4b349aa-fa13-49e9-80d5-f9ec7d5084c1,3355.72,3355.72,18,1,4.0843,7.15,18.33,12.61,CONFIRMADO,true,true,2025-12-16 08:58:15+00,a1c1fd1c-2044-4709-bbbb-79e41b2e1344
9c6b1753-d7bb-446c-98a2-eff479c3838c,87ea9909-7488-4644-8c23-02041e5ad6a2,838.93,838.93,33,1,4.4132,7.38,20.55,15.08,CONFIRMADO,true,true,2025-12-16 09:42:58+00,9c6b1753-d7bb-446c-98a2-eff479c3838c
3abb4784-e807-4b29-abd4-a18a6662c94f,04a705bf-cebd-41c0-887a-ae3fed86a0e1,4194.65,4194.65,38,1,4.5069,8.25,20.18,14.34,CONFIRMADO,true,true,2025-12-16 09:54:18+00,3abb4784-e807-4b29-abd4-a18a6662c94f
aa864014-dcdb-4b22-91df-b3f83bb045a7,658bf7fa-4e37-41c0-8a2b-fabd4c290260,3495.45,3495.45,11,1,2.9674,11.05,22.62,14.15,CONFIRMADO,false,true,2025-12-16 11:39:23+00,aa864014-dcdb-4b22-91df-b3f83bb045a7
6995f2ca-6ef3-42bb-a4f0-5a847edaf234,38e92514-2139-4f81-8be7-116d318a6f76,2796.36,2796.36,7,1,3.9737,5.42,15.98,10.82,CONFIRMADO,false,true,2025-12-16 12:33:21+00,6995f2ca-6ef3-42bb-a4f0-5a847edaf234
2d4bccdd-0cb6-4b69-a801-ce4845161a6c,facc96ab-439b-4891-8bdc-0d9e64a343f6,2796.36,2796.36,6,1,5.8385,6.13,23.43,15.08,CONFIRMADO,false,true,2025-12-16 12:45:50+00,2d4bccdd-0cb6-4b69-a801-ce4845161a6c
05b8f169-b857-4f39-96ea-785b6abb6506,be6a7db6-12e7-4723-8f4c-bb7950a28e85,4194.65,4194.65,5,1,3.7859,8.35,18.73,15.79,CONFIRMADO,false,true,2025-12-16 16:22:43+00,05b8f169-b857-4f39-96ea-785b6abb6506
6e2cfc18-2f15-4cf3-ae8f-a3ac99d91397,29319c95-4954-4a7e-8ddb-f6b49cc2aac0,3355.72,3355.72,4,1,1.9817,14.32,19.62,17.33,CONFIRMADO,false,true,2025-12-16 17:42:11+00,6e2cfc18-2f15-4cf3-ae8f-a3ac99d91397
8c0783c3-6a97-42f0-ba20-3fa2aa0b6ed4,87b9a977-a6c1-4070-8af4-a2ceed4db693,2796.36,2796.36,5,1,3.667,3.7,13.48,6.33,CONFIRMADO,false,true,2025-12-17 03:43:00+00,8c0783c3-6a97-42f0-ba20-3fa2aa0b6ed4
35bf94fc-5223-4f5b-8e3f-45c522d7f496,b6258e3a-075f-41ba-8675-8e8b4d9b96e0,4194.65,4194.65,14,1,3.7112,10.22,19.32,14.76,CONFIRMADO,false,true,2025-12-17 16:50:15+00,35bf94fc-5223-4f5b-8e3f-45c522d7f496
d0492bfe-2e8f-45c8-8ef6-d4da5004e5ab,c0ae52ff-8415-433d-8243-e1f81ffcf35d,3495.45,3495.45,2,1,0.2,15.25,15.65,15.45,CONFIRMADO,false,true,2025-12-18 14:15:23+00,d0492bfe-2e8f-45c8-8ef6-d4da5004e5ab
ff37f763-72dd-4422-bfa6-a6f253b2f655,dcd48d13-249a-4444-84cf-e4e0576f317c,4194.65,4194.65,2,1,4.6167,8.08,17.32,12.7,CONFIRMADO,false,true,2025-12-18 17:32:21+00,ff37f763-72dd-4422-bfa6-a6f253b2f655
2a97ade6-76a6-42c4-80bc-5fca13f77297,48ca0582-72ee-4146-8985-3635c07bb8af,2796.36,2796.36,6,1,3.0033,5.87,14.78,12.3,CONFIRMADO,false,true,2025-12-19 12:17:21+00,2a97ade6-76a6-42c4-80bc-5fca13f77297
29e0a311-ea03-4879-97cb-c48a476dbdcd,8940bf15-ea28-4a4d-84a0-bbf85abb85cf,4026.78,4026.78,77,1,6.2587,0.33,23.95,13.4,CONFIRMADO,true,true,2025-12-20 00:46:36+00,29e0a311-ea03-4879-97cb-c48a476dbdcd
b991feb4-aefc-4fd5-8f29-02246e45f2f6,5f19fc18-325c-465c-8bc1-147785e480c4,3495.45,3495.45,13,1,6.0099,1.07,22.63,13.58,CONFIRMADO,false,true,2025-12-20 01:51:14+00,b991feb4-aefc-4fd5-8f29-02246e45f2f6
d35063c0-2741-4ee7-b142-26efe8135ace,163808bc-2f33-49d6-8e67-1bfb4c38efa3,2796.36,2796.36,2,1,2.4,16.15,20.95,18.55,CONFIRMADO,false,true,2025-12-20 16:09:10+00,d35063c0-2741-4ee7-b142-26efe8135ace
4e6d19f4-9ed7-4168-a8d6-82e7bd6afd14,260822dc-8ec4-48f1-8cbf-872f11997f33,5033.48,5033.48,65,1,6.6395,1.08,23.75,13.6,CONFIRMADO,true,true,2025-12-20 20:30:17+00,4e6d19f4-9ed7-4168-a8d6-82e7bd6afd14
98d2bd28-af5e-4775-94e7-5024f44005c6,ba0e505e-f52c-436b-86d3-65d7ee0cef96,2796.36,2796.36,4,1,0.9013,12.05,14.47,13.08,CONFIRMADO,false,true,2025-12-22 15:00:41+00,98d2bd28-af5e-4775-94e7-5024f44005c6
bb803765-0b61-4366-94c0-10d1bf5a3114,b89b29d2-ddab-40b2-8432-baff43444659,838.93,838.93,1,1,0,16.22,16.22,16.22,CONFIRMADO,false,true,2025-12-22 16:13:54+00,bb803765-0b61-4366-94c0-10d1bf5a3114
bf05b1da-92eb-409b-bc72-82cf755419e0,52d7cf98-737d-4b46-8320-6a88ba9f478b,7611.69,7611.69,1,1,0,6.1,6.1,6.1,CONFIRMADO,false,true,2025-12-23 06:06:05+00,bf05b1da-92eb-409b-bc72-82cf755419e0
a88f6162-a878-4890-a5cc-574af2233959,56623032-335e-4af2-8862-008a0a653df0,5033.5,5033.5,36,1,4.3189,7.18,19.63,14.33,CONFIRMADO,true,true,2025-12-24 10:16:56+00,a88f6162-a878-4890-a5cc-574af2233959
b11fd19c-8056-4014-9492-fe57424b72b5,9f0e4786-37fe-4ea9-80a1-ad20438ed0f4,7611.69,7611.69,1,1,0,10.95,10.95,10.95,CONFIRMADO,false,true,2025-12-24 10:57:06+00,b11fd19c-8056-4014-9492-fe57424b72b5
1a474c3b-7139-4af0-8ee3-ee5bffea5704,1eb1456a-ee23-471e-8801-310dee193c0f,5033.5,5033.5,1,1,0,9.22,9.22,9.22,CONFIRMADO,false,true,2025-12-26 08:47:30+00,1a474c3b-7139-4af0-8ee3-ee5bffea5704
952b2e33-9da2-437e-98bc-e6f0d2fb0dbb,60032a01-baa4-4797-83be-ec06b4d75b6e,4026.78,4026.78,38,1,6.5176,1.03,23.87,13.43,CONFIRMADO,true,true,2025-12-26 11:58:01+00,952b2e33-9da2-437e-98bc-e6f0d2fb0dbb
f6d1dd28-4a00-4a5d-a0a2-33b59878e55d,4013fc65-7c29-4491-856b-1e62e3684667,5033.48,5033.48,49,1,6.3548,0.07,23.13,14.79,CONFIRMADO,true,true,2025-12-26 20:26:23+00,f6d1dd28-4a00-4a5d-a0a2-33b59878e55d
6c0baeb8-2ffa-4a22-a9eb-8fe3ea37f799,ccf0061f-3216-4a9c-84f1-95fb159351fe,5033.48,5033.48,7,1,7.2839,3,23.03,11.29,CONFIRMADO,false,true,2025-12-26 21:37:22+00,6c0baeb8-2ffa-4a22-a9eb-8fe3ea37f799
6869b429-95a5-4e34-bf8f-6eae1d913699,f1e80861-bf04-472f-8922-957700148663,5033.48,5033.48,16,1,7.3607,0.85,21.68,11.37,CONFIRMADO,true,true,2025-12-27 03:11:47+00,6869b429-95a5-4e34-bf8f-6eae1d913699
a8b5f8fe-3e79-484c-a845-f20c94f842b4,6cfca90c-8d00-4182-8fd3-4449ee9db72c,5033.5,5033.5,81,1,6.911,0.07,23.82,11.87,CONFIRMADO,true,true,2025-12-28 00:31:07+00,a8b5f8fe-3e79-484c-a845-f20c94f842b4
2bc481f9-102b-4bb1-b44c-58e70cc84ade,216def40-7e99-4866-8dff-f2d1e26f92d6,6291.88,6291.88,79,1,6.986,0.23,23.98,12.22,CONFIRMADO,true,true,2025-12-28 01:08:30+00,2bc481f9-102b-4bb1-b44c-58e70cc84ade
65a0a1fc-79d6-4255-bdbd-48291c3c4eee,8266ef4e-6c59-48af-8970-fd55654f137d,5033.5,5033.5,17,1,4.5302,0.47,20.38,11.22,CONFIRMADO,true,true,2025-12-28 10:47:43+00,65a0a1fc-79d6-4255-bdbd-48291c3c4eee
059d3f4b-3fde-4e3e-9ea1-a37f19fc7b52,320818f5-9720-4e9e-8ea7-1910a2eb7d7a,6291.88,6291.88,6,1,3.903,10.85,23.03,16.15,CONFIRMADO,false,true,2025-12-28 10:51:40+00,059d3f4b-3fde-4e3e-9ea1-a37f19fc7b52
41fba180-f094-41c0-9d07-8164ae3031cb,abe1b17d-0f8d-4f28-88a6-01545831aa19,5033.5,5033.5,3,1,6.9456,7.13,23.4,13.83,CONFIRMADO,false,true,2025-12-28 10:57:10+00,41fba180-f094-41c0-9d07-8164ae3031cb
302e6235-9188-498b-9c9b-803feb7b8cbf,f16565db-7e0e-4732-8072-a3a99878c3fb,6291.88,6291.88,17,1,5.6988,1.52,20.67,11.95,CONFIRMADO,true,true,2025-12-28 13:39:11+00,302e6235-9188-498b-9c9b-803feb7b8cbf
9d1aae95-2230-4c22-8587-986ef5fbdaa0,d5d8ec2e-6ac3-47b3-895f-4c1e64958bc8,1258.38,1258.38,1,1,0,15.12,15.12,15.12,CONFIRMADO,false,true,2025-12-28 15:07:10+00,9d1aae95-2230-4c22-8587-986ef5fbdaa0
24b53f18-46c9-4efb-8127-89fe793b7403,4de05c6b-5358-4980-8fd5-8bfc3e92e686,3775.13,3775.13,14,1,7.2652,0.27,23.02,14.08,CONFIRMADO,false,true,2025-12-28 15:47:34+00,24b53f18-46c9-4efb-8127-89fe793b7403
47dbe8b1-4810-4265-9160-776d9dd6eba5,05dfa91d-20ee-42ac-8e37-ef438acb5bb6,6291.88,6291.88,16,1,5.1691,1.78,22.75,13.86,CONFIRMADO,true,true,2025-12-28 16:01:46+00,47dbe8b1-4810-4265-9160-776d9dd6eba5
f3299d4e-8362-4d38-8d2a-960f660a2310,921ace6e-c2cb-47d9-810b-912afb46b1da,6291.88,6291.88,13,1,4.7412,6.88,23.62,15.04,CONFIRMADO,false,true,2025-12-28 18:05:33+00,f3299d4e-8362-4d38-8d2a-960f660a2310
26fa5e39-34b5-4653-ba30-186080511f47,4f035d00-f1d3-42c1-8e4b-e247149f4432,5033.5,5033.5,18,1,4.8966,4.05,20.02,13.2,CONFIRMADO,true,true,2025-12-28 18:42:41+00,26fa5e39-34b5-4653-ba30-186080511f47
d188225d-31b7-4624-85b7-5841dcd0c38d,e3b27c12-3b26-4f0c-866a-a137ac0cb1b7,5033.5,5033.5,14,1,6.3227,1.47,21.23,13.35,CONFIRMADO,false,true,2025-12-28 19:29:57+00,d188225d-31b7-4624-85b7-5841dcd0c38d
4a9690cb-f0c5-4280-be32-bf3eed3a44b4,3216cb53-4eb1-4684-885f-fc8195ee3d27,3775.13,3775.13,1,1,0,19.67,19.67,19.67,CONFIRMADO,false,true,2025-12-28 19:40:32+00,4a9690cb-f0c5-4280-be32-bf3eed3a44b4
6142d9cf-625a-4a4d-a11e-b7584210db51,f10f73df-68bb-4585-8ab4-9bc7a7fce578,1258.38,1258.38,54,1,6.6622,0.1,23.97,13.06,CONFIRMADO,true,true,2025-12-28 20:38:21+00,6142d9cf-625a-4a4d-a11e-b7584210db51
eb31a921-bed8-4263-8b3b-cf24db027645,c7098ffe-ae67-440e-8a50-69ea57b9419a,5033.5,5033.5,18,1,7.0716,0.05,23.37,14.8,CONFIRMADO,true,true,2025-12-28 21:33:14+00,eb31a921-bed8-4263-8b3b-cf24db027645
c641bea8-0661-45db-bb39-e228afce5c1b,3841fe24-7b26-471c-874b-a084293e0738,5033.5,5033.5,3,1,4.7734,11.58,23.22,17.06,CONFIRMADO,false,true,2025-12-28 23:13:56+00,c641bea8-0661-45db-bb39-e228afce5c1b
14a4bf77-df43-4346-b621-d3bd8fcb8a66,2bb31b5b-7854-4f90-8c3a-5239a88adfdd,6291.88,6291.88,9,1,4.1999,5.17,17.37,11.93,CONFIRMADO,false,true,2025-12-29 05:10:56+00,14a4bf77-df43-4346-b621-d3bd8fcb8a66
56f78837-1ac4-4d22-92d4-409b1dead5af,9fa0f145-70f7-4536-868c-874397cc7adf,5033.5,5033.5,17,1,4.5576,0.33,21.35,11,CONFIRMADO,true,true,2025-12-29 07:39:19+00,56f78837-1ac4-4d22-92d4-409b1dead5af
1edea0b0-7c08-4b96-a0a1-6f1d05de5236,064e8490-aa66-4fa3-8cc3-264e2a8ace58,5033.5,5033.5,3,1,5.3819,7.15,19.72,12.28,CONFIRMADO,false,true,2025-12-29 08:21:19+00,1edea0b0-7c08-4b96-a0a1-6f1d05de5236
02b22577-c8f2-4b0d-a0f5-32ffa4df076c,822fa487-43a3-45f6-8ef8-324f7d778490,6291.88,6291.88,19,1,4.1797,4.98,23,11.54,CONFIRMADO,true,true,2025-12-29 09:29:34+00,02b22577-c8f2-4b0d-a0f5-32ffa4df076c
003ddcd1-ca16-4401-abe6-8ce87aa922a6,2908e525-c3ff-4f63-8bfd-ad4d053111e8,2516.75,2516.75,2,1,1.5583,10.35,13.47,11.91,CONFIRMADO,false,true,2025-12-29 13:28:07+00,003ddcd1-ca16-4401-abe6-8ce87aa922a6
51edb828-4326-4914-9c64-d17c389f0a50,90ce2b18-b90d-499c-8e06-36031671c9bc,6291.88,6291.88,7,1,5.0164,3.22,20.48,14.29,CONFIRMADO,false,true,2025-12-29 13:49:29+00,51edb828-4326-4914-9c64-d17c389f0a50
318da7e3-357d-4696-82f3-b4f4513b7605,886a6543-6e7d-4d87-8222-fb2a2ea61c18,5033.5,5033.5,5,1,3.6954,11.97,21.38,16.62,CONFIRMADO,false,true,2025-12-29 13:54:32+00,318da7e3-357d-4696-82f3-b4f4513b7605
2ffa05e3-9f9c-4569-a6f2-2ecb652aa94b,3c87995d-d920-4188-825d-8f5a3f165678,3775.13,3775.13,6,1,0.543,14.42,16.15,15.43,CONFIRMADO,false,true,2025-12-29 15:43:23+00,2ffa05e3-9f9c-4569-a6f2-2ecb652aa94b
d5e7f748-b85d-49e9-b8d8-ebbe484343d7,ebbc43b7-9d1e-4dac-8be8-d3b7ce2a9615,5033.5,5033.5,15,1,4.9517,1.6,22.33,12.58,CONFIRMADO,true,true,2025-12-29 16:38:41+00,d5e7f748-b85d-49e9-b8d8-ebbe484343d7
ab880068-9400-42fb-956b-d92a5de938e0,bea20383-3269-42a6-809f-26e5733e2960,6291.88,6291.88,28,1,4.1884,7.28,19.77,14.69,CONFIRMADO,true,true,2025-12-29 16:53:23+00,ab880068-9400-42fb-956b-d92a5de938e0
6e86cd27-4ef0-47bc-96db-8f61ac4a663d,9b6a6188-32a6-4c9a-829a-a5dd962b125e,6291.88,6291.88,30,1,3.4226,7.18,19.83,15.35,CONFIRMADO,true,true,2025-12-29 17:15:05+00,6e86cd27-4ef0-47bc-96db-8f61ac4a663d
d3fd8ef0-6941-4a2c-ae72-fed711b31863,dcbaac1a-940b-4635-8dab-c39fdd45a63a,6291.88,6291.88,1,1,0,16.83,16.83,16.83,CONFIRMADO,false,true,2025-12-29 18:56:57+00,d3fd8ef0-6941-4a2c-ae72-fed711b31863
37b82bc1-4869-4e7c-93d8-e82465ef3426,9483e056-57df-474c-8b31-9176da90c8d8,3775.13,3775.13,2,1,0.3417,19.87,20.55,20.21,CONFIRMADO,false,true,2025-12-29 19:52:49+00,37b82bc1-4869-4e7c-93d8-e82465ef3426
68e21083-e5d1-4fd8-8218-88228b2a216f,a36b5b95-bcfa-487a-8a71-f2233b70e270,5033.5,5033.5,12,1,6.3132,0.2,23.5,15.52,CONFIRMADO,false,true,2025-12-30 00:12:12+00,68e21083-e5d1-4fd8-8218-88228b2a216f
1e3dee54-74c0-446c-8f34-758065e68b74,1b853ccd-019a-4d0b-8add-a4b966ddc6ec,4026.78,4026.78,5,1,7.1532,1.37,21.6,14.45,CONFIRMADO,false,true,2025-12-30 02:45:12+00,1e3dee54-74c0-446c-8f34-758065e68b74
3270c2b0-049d-4f6c-b4ae-163825bd6d3d,be6a7db6-12e7-4723-8f4c-bb7950a28e85,2097.33,2097.33,1,1,0,7.75,7.75,7.75,CONFIRMADO,false,true,2025-12-30 07:45:50+00,3270c2b0-049d-4f6c-b4ae-163825bd6d3d
cc9e9b23-1df8-4e85-bd5e-4cc96583d199,6d29fd3c-6cc3-47d1-8a3d-3e0ac5972de4,4194.65,4194.65,1,1,0,9.35,9.35,9.35,CONFIRMADO,false,true,2025-12-30 09:21:01+00,cc9e9b23-1df8-4e85-bd5e-4cc96583d199
ee5e7921-64d4-46b6-845f-94757f5638bc,f5b94901-4b31-48c9-83f7-96825781bc13,5033.5,5033.5,29,1,4.4396,7.05,19.97,14.66,CONFIRMADO,true,true,2025-12-30 09:26:41+00,ee5e7921-64d4-46b6-845f-94757f5638bc
97707607-a6e5-4922-be9c-904f53328ee6,e550e213-be80-4b1c-802b-67ce555dc19b,2516.75,2516.75,2,1,4.2167,11.4,19.83,15.62,CONFIRMADO,false,true,2025-12-30 11:24:21+00,97707607-a6e5-4922-be9c-904f53328ee6
7a8872ef-cdba-4c12-bb6c-0c7808325da4,7fbb9f1b-8402-47b9-8a66-570d79625cd0,3775.13,3775.13,2,1,2.2833,8.58,13.15,10.87,CONFIRMADO,false,true,2025-12-30 13:09:58+00,7a8872ef-cdba-4c12-bb6c-0c7808325da4
db00d6d1-3bf2-4ec2-be93-084dbfa5ab5d,b2a00bf0-af1a-498f-8b77-d5345666baab,3355.72,3355.72,1,1,0,8.45,8.45,8.45,CONFIRMADO,false,true,2025-12-30 16:16:20+00,db00d6d1-3bf2-4ec2-be93-084dbfa5ab5d
486d3278-50bb-4c53-a14f-15fb5a26754a,a40bd8d6-8a47-455b-8363-c1851dd141da,1258.38,1258.38,4,1,8.4978,0.03,23.55,13.54,CONFIRMADO,false,true,2025-12-31 15:05:11+00,486d3278-50bb-4c53-a14f-15fb5a26754a
3fd51d9d-4551-49a0-9a94-02fcb7bc055e,2fb8ff02-fb79-45d1-8044-f926e42653e5,4839.25,4839.25,53,1,7.3027,0.37,22.97,11.39,CONFIRMADO,true,true,2026-01-01 22:52:10+00,3fd51d9d-4551-49a0-9a94-02fcb7bc055e
406b5968-839c-409a-bfe6-d48477b2a4be,90724f8a-9439-4d36-8715-5499bd622d71,7954.22,7954.22,1,1,0,9.65,9.65,9.65,CONFIRMADO,false,true,2026-01-01 22:59:09+00,406b5968-839c-409a-bfe6-d48477b2a4be
55433bde-12b0-4a2a-ade0-50b53c1af822,90e0cdf8-824c-4993-8052-43a626633f5e,9904.28,9904.28,3,1,4.7248,11.9,23.07,16.61,CONFIRMADO,false,true,2026-01-01 23:04:28+00,55433bde-12b0-4a2a-ade0-50b53c1af822
9b7197fd-377a-407c-af58-5696ba752acc,8122a4df-4223-4fe5-8776-127d2fdcd9b3,9904.28,9904.28,2,1,5.5083,12.37,23.38,17.88,CONFIRMADO,false,true,2026-01-01 23:23:54+00,9b7197fd-377a-407c-af58-5696ba752acc
aca5429a-c7fb-460e-b595-606fa55224bb,6b483839-1fd6-46c4-8bb9-79b5ea3bf0fd,11885.15,11885.15,5,1,5.1073,3.48,16.07,10.09,CONFIRMADO,false,true,2026-01-02 03:29:13+00,aca5429a-c7fb-460e-b595-606fa55224bb
142174ce-effc-4764-81dc-987b53a09a93,99825b96-90f3-4a7b-8210-af08b71b0d6b,11885.15,11885.15,5,1,5.1061,3.8,16.38,10.42,CONFIRMADO,false,true,2026-01-02 03:48:10+00,142174ce-effc-4764-81dc-987b53a09a93
391973ad-e430-4826-b4b2-ba99c23a7261,70e24954-b625-463a-8a96-01d9f14849e8,2796.36,2796.36,43,1,4.3852,1.87,22.18,12.61,CONFIRMADO,true,true,2026-01-02 04:47:37+00,391973ad-e430-4826-b4b2-ba99c23a7261
e7794737-5a49-47b6-9dc8-d357b9d2a683,0ae346f6-140b-47d6-8ef8-ecd9771eef0c,12213.18,12213.18,11,1,4.8135,1.38,20.73,6.22,CONFIRMADO,false,true,2026-01-02 06:07:09+00,e7794737-5a49-47b6-9dc8-d357b9d2a683
