id,file_name,patente,tarifa,categoria,concesion
03d83b34-7365-4f01-b673-73ba2471959a,pasadas_2026-07-16_343555.csv,AB247VR,4771.95,6,AUTO-OESTE
04068023-4fd2-43ac-8b1c-8470d7933299,pasadas_2026-07-16_493556.csv,AF202UU,5964.94,7,AUSOL
04242af2-a5fc-4835-b50f-28837510c832,pasadas_2026-07-08_5009A02027769.csv,AB456CQ,16982.69,8,AUSA
0435aa97-0f60-421b-80be-422462146b47,pasadas_2026-07-08_5009A02027769.csv,AB456CQ,9935.82,7,AUSA
04422a30-bd02-43c0-9adb-118b0e544911,pasadas_2026-07-22_1947769.csv,AF993HA,21000.00,6,SANTAFE
048ae12c-9bc9-4221-8afe-b560a62f7b55,pasadas_2026-07-29_5009A02060191.csv,AG309CO,6044.83,9,AUSA
048b87d5-c380-48b4-bf30-f614b480b20f,pasadas_2026-07-16_343555.csv,AG533MF,994.15,2,AUTO-OESTE
04d8101f-8a7b-4999-a723-54a3b4aaea52,pasadas_2026-07-15_5009A02037803.csv,AE831SI,6044.83,9,AUSA
04ee6949-5ce7-4714-a486-1a01b179f00c,pasadas_2026-07-16_493556.csv,AD625QB,4771.95,6,AUSOL
04fc022a-e380-4271-a944-f28b7e774c92,pasadas_2026-07-29_5009A02060191.csv,AG309CO,15255.79,9,AUSA
050b9a50-bf9f-438a-b305-008c98e0ddb5,pasadas_2026-07-23_5009A02044703.csv,AH185KI,6044.83,9,AUSA
05198771-b9e2-41c2-959a-c832c932ac45,pasadas_2026-07-16_343555.csv,AF411UY,3976.59,6,AUTO-OESTE
051c8d3c-5a9f-41c1-b307-f1b9de2eff87,pasadas_2026-07-16_493556.csv,AG533MF,1192.99,2,AUSOL
053865c1-f1c8-473f-97c5-9b8b301d3c18,pasadas_2026-07-22_1947768.csv,AG893YR,21000.00,6,SANTAFE
055b2a84-b6f0-45bf-932e-16e468cee6ed,pasadas_2026-07-23_5009A02044703.csv,AG916MK,9935.82,9,AUSA
056d5a07-5b2b-4ebc-9717-56abd181bd26,pasadas_2026-07-16_343555.csv,AB456CP,3976.59,6,AUTO-OESTE
05a06014-1e33-4320-94e4-9cce4495f35f,pasadas_2026-07-16_343555.csv,AG916MK,5964.94,7,AUTO-OESTE
05e29518-3fac-4a69-a7a0-a2672109e900,pasadas_2026-07-16_343555.csv,AB633TY,4771.95,6,AUTO-OESTE
0630753f-b12d-408f-8965-b8ffdce5bf32,pasadas_2026-07-23_5009A02044703.csv,AB456CU,15255.79,7,AUSA
06555f61-e6c3-4b07-918e-a26df305721e,pasadas_2026-07-03_3313955.csv,AF993HK,5200.00,6,CVSA
068e4a70-f819-486a-b285-837b43846ee4,pasadas_2026-07-16_343555.csv,AH729QW,5964.94,7,AUTO-OESTE
06bca7dc-9c78-48d4-91f8-b4be112cca2c,pasadas_2026-07-16_343555.csv,AC561DQ,4771.95,6,AUTO-OESTE
06ede945-9acd-4cb9-b6b9-a920b402bdb5,pasadas_2026-07-15_5009A02037803.csv,AB633TZ,9935.82,7,AUSA
07058f2f-d1c6-4d32-afc9-3c0f67a06436,pasadas_2026-07-22_1947768.csv,AF103ZL,6600.00,5,SANTAFE
070e0030-8ef3-412d-8925-04af5955883e,pasadas_2026-07-08_5009A02027769.csv,AG916MK,15255.79,9,AUSA
07967932-2b3f-4ec5-b92a-459180b8e8d7,pasadas_2026-07-15_5009A02037803.csv,AG309CO,9935.82,9,AUSA
07b900ce-0110-402c-acdd-5e2ae641f0b8,pasadas_2026-07-29_5009A02060191.csv,AD625QA,15255.79,8,AUSA
07d13073-c262-4189-8060-b662befde386,pasadas_2026-07-29_5009A02060191.csv,AF436WI,9935.82,9,AUSA
07d21318-c93a-482a-8eea-6a6858e98ed6,pasadas_2026-07-16_343555.csv,AC812DO,3976.59,6,AUTO-OESTE
07f6e98a-3a5f-4333-ad80-d209bbde7d1d,pasadas_2026-07-15_5009A02037803.csv,AH185KI,6044.83,9,AUSA
080763a9-a297-4038-9c1b-71f5d077654b,pasadas_2026-07-15_5009A02037803.csv,AH351RT,6044.83,9,AUSA
0810e7f4-fc1f-4635-b969-b4cbff462e4f,pasadas_2026-07-22_1947769.csv,AF993HA,8400.00,6,SANTAFE
082f3ecf-e78a-4acd-9fda-d9cefab1dcf8,pasadas_2026-07-29_5009A02060191.csv,AG309CO,15255.79,9,AUSA
082fbba3-f7e6-4b88-bc85-a04b19daeb6d,pasadas_2026-07-03_3313955.csv,AH543IQ,6500.00,7,CVSA
084faee8-f9f1-456c-8b96-987dbe565c6f,pasadas_2026-07-15_5364164.csv,OWG130,11222.12,6,AUBASA
089b276f-4f06-4f4b-ad03-3d3c66e5b70b,pasadas_2026-07-29_5009A02060191.csv,AF202UU,15255.79,7,AUSA
08ee9bf0-906a-433b-96a8-9f7f4a5b9634,pasadas_2026-07-15_5364164.csv,AG939HR,14370.19,7,AUBASA
09015bab-3721-48b1-a12a-59a6647e2f13,pasadas_2026-07-16_343555.csv,AE469PH,4771.95,6,AUTO-OESTE
09276ff5-af94-4849-b963-32154be04012,pasadas_2026-07-16_493556.csv,AG309CH,994.15,2,AUSOL
0929f176-79bd-4079-a60b-9cb8c13c31cc,pasadas_2026-07-08_5009A02027769.csv,AH185KI,15255.79,9,AUSA
095f5bac-23f1-45c8-a439-707cdf3aae02,pasadas_2026-07-08_5009A02027769.csv,AG309CO,9935.82,9,AUSA
097d0359-4a7b-423f-a164-53d827a80223,pasadas_2026-07-15_5364164.csv,AH729QW,26933.11,7,AUBASA
098114ea-f733-4c6b-8dcd-14fa7296bf49,pasadas_2026-07-15_5364164.csv,AG309CO,13466.55,7,AUBASA
09aa5a9d-e8e3-40b3-8d18-e23c7803010d,pasadas_2026-07-23_5009A02044703.csv,AG916MK,15255.79,9,AUSA
09b1eec7-9dab-4c3d-b2c1-ddc91aa31d40,pasadas_2026-07-08_5009A02027769.csv,AF533SR,9935.82,9,AUSA
09c05abd-d7aa-4c22-9589-259bc56e35eb,pasadas_2026-07-29_5009A02060191.csv,AF993HK,6044.83,8,AUSA
0a28683c-baaa-4796-a0a6-5284c5a6b007,pasadas_2026-07-15_5364164.csv,AG939HR,13466.55,7,AUBASA
0a4507b1-82d7-46b7-9b1d-8ebe4f9fd6b0,pasadas_2026-07-08_5009A02027769.csv,AF091AI,9935.82,9,AUSA
0a6f981c-c579-4b73-9aca-0b5080a56b89,pasadas_2026-07-23_5009A02044703.csv,AE952TH,9935.82,9,AUSA
0a79f9fd-d5b1-43b3-a42b-42599bd22063,pasadas_2026-07-16_343555.csv,AE952TH,4771.95,6,AUTO-OESTE
0ac0760c-1555-4dac-b49a-940dd277a2ce,pasadas_2026-07-22_1947769.csv,AF993HA,21000.00,6,SANTAFE
0ad31d66-2c13-4229-9193-c7c05294b3cc,pasadas_2026-07-29_5009A02060191.csv,AG309CO,15255.79,9,AUSA
0af01ba0-9bfb-4116-93e9-9012744f8707,pasadas_2026-07-15_5364164.csv,AC812DO,31427.15,5,AUBASA
0affdc6d-b002-49a0-aa54-72c584b418d2,pasadas_2026-07-15_5009A02037803.csv,AG309CO,9935.82,9,AUSA
0b32c133-2bc6-49ee-89b5-5ae3edc815cf,pasadas_2026-07-15_5009A02037803.csv,AH185KI,9935.82,9,AUSA
0b51a35b-ecf8-44e2-bc39-84caa81c586f,pasadas_2026-07-16_343555.csv,AF103ZL,4771.95,6,AUTO-OESTE
0b5b1d2b-bfed-40bb-8d5c-82018d96e120,pasadas_2026-07-23_5009A02044703.csv,AF436WI,6044.83,7,AUSA
0b83a81a-fd73-4be4-b43b-1071a71b36e4,pasadas_2026-07-15_5364165.csv,AF993HA,13466.55,7,AUBASA
0b89a269-b1d1-44a0-812c-bc270b3d61b9,pasadas_2026-07-22_1947768.csv,AD985XP,17400.00,5,SANTAFE
0b8dd279-a5a9-45d6-a676-3f6c2e24c89f,pasadas_2026-07-15_5009A02037760.csv,AI348TS,7642.85,2,AUSA
0b908e6c-c8b5-4289-b9d5-af01d170a28b,pasadas_2026-07-03_3313955.csv,AE952TH,5200.00,6,CVSA
0bb80cef-dc66-4826-b368-72f897764c0b,pasadas_2026-07-16_343555.csv,AG916MK,5964.94,7,AUTO-OESTE
0bd30e24-e15f-434f-9a72-2e95fba06423,pasadas_2026-07-22_1947768.csv,AE952TH,17400.00,5,SANTAFE
0be67546-cc64-4c48-9827-55d842efc958,pasadas_2026-07-15_5009A02037760.csv,AF993HA,15255.79,9,AUSA
0c0a73e9-64fa-467c-9c6f-856860e5c980,pasadas_2026-07-15_5009A02037803.csv,AB456CP,15255.79,7,AUSA
0c316ffa-3465-4209-9505-10cb89fae5f2,pasadas_2026-07-15_5009A02037803.csv,AG893YR,9935.82,9,AUSA
0ca4018a-1413-4706-8dee-3434ce9673bf,pasadas_2026-07-15_5364165.csv,AF993HA,14370.19,7,AUBASA
0cb92ad5-128b-47e9-88f5-d1656657a117,pasadas_2026-07-29_5009A02060191.csv,AE908YR,2035.11,2,AUSA
0cc474ae-5b76-461d-803e-920693f95b5a,pasadas_2026-07-23_5009A02044703.csv,AF436WI,6044.83,7,AUSA
0cc4dbd7-5ca0-446f-9969-d99d4bfdc28c,pasadas_2026-07-16_493556.csv,AF103ZL,3976.59,6,AUSOL
0cf727e3-3861-40a3-9f1d-9d6403edddef,pasadas_2026-07-08_5009A02027769.csv,AB633TZ,16982.69,7,AUSA
0d14d898-dabe-4fd9-b76a-a6a5ee1efa89,pasadas_2026-07-29_5009A02052902.csv,AF993HA,9935.82,9,AUSA
0d47b844-49ce-466c-8418-3548e8640c83,pasadas_2026-07-16_343555.csv,AB456CP,3976.59,6,AUTO-OESTE
0d8708c7-6e28-443c-a691-d5abbcaef0b8,pasadas_2026-07-23_5009A02044703.csv,AB456CQ,6044.83,8,AUSA
0dabb8fe-ba5e-4d65-b4f8-2234243eeedd,pasadas_2026-07-16_343555.csv,AF231PZ,3976.59,6,AUTO-OESTE
0dc31169-ed83-4509-a551-50f83d86057b,pasadas_2026-07-16_343555.csv,AB456CU,3976.59,6,AUTO-OESTE
0dd89594-ceeb-44ac-a070-b27e5a7de963,pasadas_2026-07-03_3313955.csv,AB151SM,6000.00,6,CVSA
0dec9064-8708-480c-81e0-ed4c1579d75a,pasadas_2026-07-16_493556.csv,AG309CH,994.15,2,AUSOL
0df8a168-6b7a-4209-86c5-f87b5c0030e9,pasadas_2026-07-16_493556.csv,AG939HR,4970.74,7,AUSOL
0e0279df-b570-4358-84b7-cd9bc6d03be5,pasadas_2026-07-29_5009A02060191.csv,AB456CP,6044.83,7,AUSA
0e0c7189-6724-40b7-baa4-41f3ab749fc9,pasadas_2026-07-23_5009A02044703.csv,AG507DK,16982.69,9,AUSA
0e592460-b2ee-4edd-ab74-2bd04978aed3,pasadas_2026-07-16_343555.csv,AG916MK,4970.74,7,AUTO-OESTE
0e729324-99a7-4082-96c7-26de23a558fa,pasadas_2026-07-03_3313955.csv,AE469PL,5200.00,6,CVSA
0ea1db07-808c-4be8-869e-2b96d5e99921,pasadas_2026-07-15_5364164.csv,AG309CO,28740.39,7,AUBASA
0ece4a09-e34d-4603-968b-824c736e486f,pasadas_2026-07-16_343555.csv,AB456CU,3976.59,6,AUTO-OESTE
0f864e81-6ecf-41f5-8a90-07e1b7fe0169,pasadas_2026-07-23_5009A02044703.csv,AG507DK,15255.79,9,AUSA
0f93102b-4f8a-494f-bf6d-7d06bc38b671,pasadas_2026-07-15_5364164.csv,AF103ZL,22444.27,6,AUBASA
1020eac9-44d1-4901-8a38-0bd6cf13cc3d,pasadas_2026-07-16_493556.csv,AF231PZ,3976.59,6,AUSOL
10266b72-93ce-425d-9598-6a4bb9612c30,pasadas_2026-07-23_5009A02044703.csv,AF389UV,15255.79,9,AUSA
10610a07-1644-4175-9c08-bd746da79c3c,pasadas_2026-07-15_5009A02037760.csv,AI042WD,15255.79,7,AUSA
1069c9d0-bdb7-4fcf-bcaa-2cd1e460a3a4,pasadas_2026-07-16_343555.csv,AB456CQ,4771.95,6,AUTO-OESTE
106f760a-b32d-45fc-ba9d-68d9273f2b13,pasadas_2026-07-23_5009A02044703.csv,AB456CQ,6044.83,7,AUSA
1071c4ce-57ed-46f1-a390-da5613687c1a,pasadas_2026-07-23_5009A02044703.csv,AD985XP,5468.98,4,AUSA
10abbb5b-e39a-43c3-9a0b-fec6002d3045,pasadas_2026-07-16_329454.csv,AD736OU,3976.59,6,AUTO-OESTE
112266a7-d690-41b8-a24e-e116dd1984b0,pasadas_2026-07-23_5009A02044703.csv,AF436WI,6044.83,7,AUSA
11338669-64a0-45f6-8e0d-86db0be1c32b,pasadas_2026-07-16_343555.csv,AG916MK,4970.74,7,AUTO-OESTE
11473328-b0fb-4117-bbc7-746fd1d814bc,pasadas_2026-07-22_1947768.csv,AF103ZL,6600.00,5,SANTAFE
114ba798-9e89-41fb-af49-c233ebd197c7,pasadas_2026-07-15_5364164.csv,AH351RT,16833.20,7,AUBASA
11923298-087b-44e1-b927-2cd75ff64237,pasadas_2026-07-29_5009A02052902.csv,AI348TS,9935.82,8,AUSA
11bc4c43-ebf1-4114-8c43-f49519e3cea6,pasadas_2026-07-16_493556.csv,AG533MF,994.15,2,AUSOL
11e48b76-c3a8-457a-887d-c9b480d591a4,pasadas_2026-07-29_5009A02060191.csv,AB456CU,6044.83,7,AUSA
1209a202-3680-4aeb-b2af-6bf8d590097e,pasadas_2026-07-22_1947768.csv,AG507DK,6600.00,5,SANTAFE
1212e02b-cec5-4a40-9b61-129ce108641d,pasadas_2026-07-16_493557.csv,AI348TS,994.15,2,AUSOL
123a19f8-6f98-40fc-b5d4-bec1cce3f12d,pasadas_2026-07-15_5009A02037803.csv,AH185KI,9935.82,9,AUSA
12509e35-e37e-45aa-96f1-046e0ffd3d3c,pasadas_2026-07-15_5364164.csv,AB456CP,11222.12,6,AUBASA
12a60ab2-d3a8-4925-bf0a-2b48f9d201d0,pasadas_2026-07-15_5009A02037760.csv,AI178EY,9935.82,9,AUSA
13100de6-6b80-43b6-9378-187624cac947,pasadas_2026-07-16_343555.csv,AC264UA,4771.95,6,AUTO-OESTE
13294af2-08a9-4542-bb03-8b54c5970050,pasadas_2026-07-08_5009A02027769.csv,AG939HR,15255.79,9,AUSA
1357e2e6-4c74-4602-bd11-707166700495,pasadas_2026-07-29_5009A02060191.csv,AG507DK,15255.79,9,AUSA
13a32d9f-d9c3-4ad8-aaf1-b787814f4b04,pasadas_2026-07-23_5009A02044703.csv,AG916MK,15255.79,9,AUSA
1423b57c-9b72-461e-9ffd-9aba5768bca5,pasadas_2026-07-16_343555.csv,AD985XP,3976.59,6,AUTO-OESTE
1443215b-257b-4279-ae4c-703ea07d5694,pasadas_2026-07-16_343555.csv,AB151SM,3976.59,6,AUTO-OESTE
147fd5f0-7179-45e5-a1b7-08da4870bd21,pasadas_2026-07-16_343555.csv,AB247VR,3976.59,6,AUTO-OESTE
14aad155-cb63-4bc1-8139-141de17af463,pasadas_2026-07-29_5009A02060191.csv,AF436WI,15255.79,7,AUSA
14b11d27-04e4-4b4b-b899-d1f3b8da965b,pasadas_2026-07-23_5009A02044703.csv,AE469PH,6044.83,8,AUSA
14c6ae8a-da6e-4ade-9d8a-0e868a454836,pasadas_2026-07-16_343555.csv,AB247VR,4771.95,6,AUTO-OESTE
14e30752-e8c4-4128-a733-de541560ef02,pasadas_2026-07-16_343555.csv,AB633TY,3976.59,6,AUTO-OESTE
14fdc3b0-616b-4e6b-a497-b05921dec08c,pasadas_2026-07-16_343555.csv,AF231PZ,3976.59,6,AUTO-OESTE
15071e7e-1555-4d59-ab4f-9427f9ea7d03,pasadas_2026-07-16_493556.csv,AG893YR,4970.74,7,AUSOL
155d03ac-03de-4f69-bbd9-e0108c6a526d,pasadas_2026-07-16_329454.csv,AI348TS,1192.99,2,AUTO-OESTE
1599487e-9346-4369-8c37-1e93b80272ad,pasadas_2026-07-23_5009A02044703.csv,AH729QW,9935.82,9,AUSA
15b7d94b-c947-477a-924e-1bad035a0bb9,pasadas_2026-07-29_5009A02060191.csv,AH185KI,6044.83,9,AUSA
15c6f25c-2d80-4dcf-a903-e3387a548f68,pasadas_2026-07-22_1947769.csv,AF993HA,21000.00,6,SANTAFE
15d8abae-fc37-4681-aa38-ee6c0fc33b7d,pasadas_2026-07-29_5009A02060191.csv,AD482MT,16982.69,7,AUSA
15dfdabd-d301-4ec0-b822-2c474fff0f2e,pasadas_2026-07-16_343555.csv,AB633TZ,3976.59,6,AUTO-OESTE
15e04f9a-7299-4ff7-b5f5-6a5b2ae08652,pasadas_2026-07-29_5009A02060191.csv,AH729QW,9935.82,9,AUSA
15f66fc1-ef67-447b-bd4c-96a49bae4d2c,pasadas_2026-07-16_493556.csv,AE469PH,3976.59,6,AUSOL
16086e39-78ab-4927-9234-a6671e2c0dfb,pasadas_2026-07-15_5364164.csv,AH729QW,26933.11,7,AUBASA
1643edd6-b4e7-45cd-8c3f-2cdf6ef5c32a,pasadas_2026-07-16_493556.csv,AG916MK,4970.74,7,AUSOL
16589823-dcdf-4514-ac71-7b2063478730,pasadas_2026-07-15_5364164.csv,AG916MK,14370.19,7,AUBASA
166235d7-4f11-4d6f-b805-6942c695341c,pasadas_2026-07-29_5009A02060191.csv,AF436WI,15255.79,7,AUSA
16bc6dcc-691b-4533-ac6a-8def2edecaf2,pasadas_2026-07-16_343555.csv,AD985XP,3976.59,6,AUTO-OESTE
16e87dee-298a-4a4a-b4a4-45f70211e786,pasadas_2026-07-15_5364164.csv,AH543IQ,26933.11,7,AUBASA
1736b25a-d76f-4091-818b-d5296e14f45f,pasadas_2026-07-23_5009A02044703.csv,AG309CO,9935.82,9,AUSA
17389ad4-938c-4495-97fa-c4c599933138,pasadas_2026-07-08_5009A02027769.csv,AD625QA,9731.46,8,AUSA
177aedbc-1d9a-4b7f-b252-0db9fff1270e,pasadas_2026-07-15_5364164.csv,AH351RT,13466.55,7,AUBASA
17817dd6-4904-4602-b5a2-8fd398f708ab,pasadas_2026-07-16_343555.csv,AF202UU,4970.74,7,AUTO-OESTE
1794dfcd-a955-46f5-abdc-7f0d629b70dc,pasadas_2026-07-16_343555.csv,AE952TH,4771.95,6,AUTO-OESTE
17b10969-c8aa-4e75-bda8-ee7bd6d86380,pasadas_2026-07-16_343555.csv,AB633TY,3976.59,6,AUTO-OESTE
17bb6565-058b-413c-83ce-d5d02a59aad6,pasadas_2026-07-23_5009A02044703.csv,AC264UA,33965.25,7,AUSA
17e2e731-d455-43ea-8337-d088526d5fdd,pasadas_2026-07-23_5009A02044703.csv,AG507DK,8407.21,5,AUSA
17ed2bd9-c72b-4ded-9426-859f029f3d4d,pasadas_2026-07-16_493556.csv,EXT374,4771.95,6,AUSOL
17ffaa4d-adf3-48f8-ba58-768ee76426aa,pasadas_2026-07-08_5009A02027769.csv,AG533MF,2035.11,2,AUSA
18238d1e-0a57-4ff6-8a8a-a1078f5f1d33,pasadas_2026-07-16_493556.csv,AD736OU,3976.59,6,AUSOL
1851b71d-1cab-42a1-8164-f06ca0beefcb,pasadas_2026-07-16_493556.csv,AH033DL,3976.59,6,AUSOL
187d8d4c-b8cb-4159-bd91-b87ab52ff840,pasadas_2026-07-16_343555.csv,AB633TZ,3976.59,6,AUTO-OESTE
18da3578-4c23-4a82-8a87-d399f8e246c7,pasadas_2026-07-08_5009A02027769.csv,AF231PZ,9935.82,8,AUSA
18e00d35-ab9d-4feb-819d-960212f5d9cf,pasadas_2026-07-15_5364164.csv,AG309CO,26933.11,7,AUBASA
193215ab-bd29-4c94-84fa-e4355126ffea,pasadas_2026-07-15_5364164.csv,AG309CO,13466.55,7,AUBASA
1991e255-3352-43e2-95bb-5a1df7f8fa3f,pasadas_2026-07-16_493556.csv,AF091AI,4970.74,7,AUSOL
19aa9d46-2277-4a9a-8677-45ff9bd9c2c4,pasadas_2026-07-15_5364164.csv,AH729QW,13466.55,7,AUBASA
19e388c7-3e2a-4735-9e67-18fba2000707,pasadas_2026-07-16_343555.csv,AG939HX,4970.74,7,AUTO-OESTE
1a16a118-638e-4b20-8a48-047e8cd800d3,pasadas_2026-07-15_5009A02037803.csv,AB456CQ,9935.82,7,AUSA
1a2be134-e62e-4f3a-acc1-314d6de8f360,pasadas_2026-07-15_5364164.csv,AH033DL,11975.15,6,AUBASA
1a70333c-acf1-4b49-a1ab-18519a855538,pasadas_2026-07-29_5009A02060191.csv,AF389UV,33965.25,9,AUSA
1a9ad88d-1161-46ed-a189-cfe3084f995c,pasadas_2026-07-15_5364164.csv,AG939HR,14370.19,7,AUBASA
1ab5cca5-72ac-4d6c-8bb1-c999cce92007,pasadas_2026-07-22_1947768.csv,AG893YR,8400.00,6,SANTAFE
1abf14f3-f2f5-4e03-985d-05df769fc038,pasadas_2026-07-22_1947768.csv,AG916MK,21000.00,6,SANTAFE
1b31c346-ba9d-427b-b20b-0a2e4f666a27,pasadas_2026-07-16_343555.csv,AB633TY,3976.59,6,AUTO-OESTE
1b9c637f-1006-40fe-b48e-698189580fd3,pasadas_2026-07-08_5009A02027769.csv,AF791ER,15255.79,7,AUSA
1bc35e06-2be2-4a19-8794-3dbd9e379eef,pasadas_2026-07-15_5364164.csv,AG893YR,13466.55,7,AUBASA
1bd676ad-8f32-451f-85bb-1c6757972512,pasadas_2026-07-15_5364164.csv,AG507DK,11222.12,6,AUBASA
1bf44558-742b-4a9e-9bdd-11a2c2777a01,pasadas_2026-07-15_5009A02037803.csv,AF091AI,33965.25,9,AUSA
1c54e806-3f2b-43c7-ad19-92469101781d,pasadas_2026-07-16_343555.csv,AB633TY,3976.59,6,AUTO-OESTE
1c5f9920-29bd-4d09-bd62-b30a913347be,pasadas_2026-07-08_5009A02027769.csv,AG893YR,9731.46,9,AUSA
1c83f131-f8d0-4637-a564-1f69ef152499,pasadas_2026-07-16_343555.csv,AG893YR,5964.94,7,AUTO-OESTE
1c8a8a28-8f62-402b-b3a9-52ab259b3106,pasadas_2026-07-08_5009A02027769.csv,AE469PH,6044.83,8,AUSA
1cbbed09-3b30-448d-8bbf-fd760fbf73db,pasadas_2026-07-16_329454.csv,AF993HA,4970.74,7,AUTO-OESTE
1ccd4405-93b3-48df-a6ce-15cdfe436f01,pasadas_2026-07-15_5364164.csv,AG916MK,28740.39,7,AUBASA
1d05d203-c809-4a46-aba9-95c9ee0a6d6f,pasadas_2026-07-15_5009A02037760.csv,AI178ER,6044.83,9,AUSA
1d290bfe-c74b-4a16-813f-f442ddd85f9b,pasadas_2026-07-29_5009A02060191.csv,AG916MK,9935.82,8,AUSA
1d9e2ef7-fec6-4227-9701-a7aed0af612c,pasadas_2026-07-16_343555.csv,AD239PP,3976.59,6,AUTO-OESTE
1e194198-bd27-449c-97fd-b57a31b566bc,pasadas_2026-07-16_343555.csv,AG939HR,5964.94,7,AUTO-OESTE
1e3b1fb1-1fb5-41c4-b3ac-5a247bc0a42e,pasadas_2026-07-15_5364164.csv,AF791ER,22444.27,6,AUBASA
1e4dd75b-7f2c-453c-b91f-44e9e6d2a3f9,pasadas_2026-07-08_5009A02027769.csv,AF202UU,9935.82,7,AUSA
1e660c4a-8267-45d0-91e2-cfe2f02c494a,pasadas_2026-07-29_5009A02060191.csv,AG507DK,9935.82,9,AUSA
1e6ad630-1143-4fd7-b66f-ff4b7b00c025,pasadas_2026-07-29_5009A02060191.csv,AF993HK,9935.82,8,AUSA
1e76d24e-4e05-4786-95df-cc400b0b327c,pasadas_2026-07-16_343555.csv,AF103ZL,4771.95,6,AUTO-OESTE
1e847b6a-3b10-4381-8de7-7e98986bc939,pasadas_2026-07-15_5364164.csv,AG507DK,11222.12,6,AUBASA
1e892ebf-02ee-40a9-bc64-cd033dca9ac0,pasadas_2026-07-29_5009A02060191.csv,AH351RT,6044.83,9,AUSA
1eb2debc-de6b-417c-bd86-333e52816336,pasadas_2026-07-16_493557.csv,AI178ER,4970.74,7,AUSOL
1f3a1380-f372-468b-9ff2-4baf25d5e569,pasadas_2026-07-29_5009A02060191.csv,AD482MT,16982.69,7,AUSA
1f3b9d13-c998-4d8d-a93c-240f3e6837cd,pasadas_2026-07-15_5364164.csv,AF411UY,11222.12,6,AUBASA
